time	V(mreal)	V(vc)	V(vinput)	V(vobser)	V(vtest)
6.932393973214286e-001	0.000000e+000	6.827207e-002	-1.727166e-002	6.666765e-001	2.000000e+006
6.950530133928571e-001	0.000000e+000	6.777436e-002	-2.224883e-002	6.666763e-001	2.000000e+006
6.968666294642857e-001	0.000000e+000	6.728151e-002	-2.717729e-002	6.666762e-001	2.000000e+006
6.986802455357143e-001	0.000000e+000	6.679353e-002	-3.205704e-002	6.666761e-001	2.000000e+006
7.004938616071429e-001	0.000000e+000	6.631043e-002	-3.688807e-002	6.666760e-001	2.000000e+006
7.023074776785714e-001	0.000000e+000	6.583219e-002	-4.167040e-002	6.666759e-001	2.000000e+006
7.041210937500000e-001	0.000000e+000	6.535883e-002	-4.640402e-002	6.666758e-001	2.000000e+006
7.050976562500000e-001	0.000000e+000	6.510583e-002	-4.893402e-002	6.666702e-001	2.000000e+006
7.060742187500000e-001	0.000000e+000	6.485417e-002	-5.145047e-002	6.666592e-001	2.000000e+006
7.070507812500000e-001	0.000000e+000	6.460388e-002	-5.395342e-002	6.666540e-001	2.000000e+006
7.098409598214286e-001	0.000000e+000	6.389652e-002	-6.102701e-002	6.666552e-001	2.000000e+006
7.126311383928571e-001	0.000000e+000	6.319954e-002	-6.799677e-002	6.666562e-001	2.000000e+006
7.154213169642857e-001	0.000000e+000	6.251295e-002	-7.486269e-002	6.666571e-001	2.000000e+006
7.182114955357143e-001	0.000000e+000	6.183673e-002	-8.162477e-002	6.666579e-001	2.000000e+006
7.210016741071429e-001	0.000000e+000	6.117091e-002	-8.828302e-002	6.666585e-001	2.000000e+006
7.237918526785714e-001	0.000000e+000	6.051546e-002	-9.483744e-002	6.666589e-001	2.000000e+006
7.265820312500000e-001	0.000000e+000	5.987040e-002	-1.012880e-001	6.666592e-001	2.000000e+006
7.275585937500000e-001	4.005993e-004	5.964682e-002	-1.035238e-001	6.662226e-001	2.000000e+006
7.285351562500000e-001	2.123164e-003	5.942445e-002	-1.057476e-001	6.643464e-001	2.000000e+006
7.295117187500000e-001	5.331211e-003	5.920326e-002	-1.079594e-001	6.608604e-001	2.000000e+006
7.304882812500000e-001	9.189845e-003	5.898326e-002	-1.101595e-001	6.566869e-001	2.000000e+006
7.314648437500000e-001	1.322095e-002	5.876444e-002	-1.123477e-001	6.523550e-001	2.000000e+006
7.324414062500000e-001	1.742361e-002	5.854678e-002	-1.145241e-001	6.478691e-001	2.000000e+006
7.334179687500000e-001	2.179690e-002	5.833030e-002	-1.166890e-001	6.432338e-001	2.000000e+006
7.343945312500000e-001	2.633991e-002	5.811498e-002	-1.188422e-001	6.384537e-001	2.000000e+006
7.353710937500000e-001	3.105171e-002	5.790081e-002	-1.209838e-001	6.335335e-001	2.000000e+006
7.373242187500000e-001	4.097812e-002	5.747592e-002	-1.252328e-001	6.232919e-001	2.000000e+006
7.392773437500000e-001	5.156894e-002	5.705557e-002	-1.294363e-001	6.125470e-001	2.000000e+006
7.412304687500000e-001	6.281706e-002	5.663971e-002	-1.335948e-001	6.013380e-001	2.000000e+006
7.441601562500000e-001	8.090632e-002	5.602425e-002	-1.397494e-001	5.837401e-001	2.000000e+006
7.470898437500000e-001	1.004353e-001	5.541863e-002	-1.458056e-001	5.653191e-001	2.000000e+006
7.500195312500000e-001	1.213809e-001	5.482270e-002	-1.517648e-001	5.462073e-001	2.000000e+006
7.540652901785714e-001	1.527312e-001	5.401634e-002	-1.598284e-001	5.182214e-001	2.000000e+006
7.581110491071429e-001	1.865418e-001	5.322681e-002	-1.677237e-001	4.902190e-001	2.000000e+006
7.621568080357143e-001	2.228127e-001	5.245410e-002	-1.754508e-001	4.622003e-001	2.000000e+006
7.662025669642857e-001	2.615438e-001	5.169821e-002	-1.830096e-001	4.341653e-001	2.000000e+006
7.702483258928572e-001	3.027352e-001	5.095916e-002	-1.904001e-001	4.061138e-001	2.000000e+006
7.742940848214286e-001	3.463868e-001	5.023693e-002	-1.976224e-001	3.780460e-001	2.000000e+006
7.783398437500000e-001	3.924987e-001	4.953152e-002	-2.046764e-001	3.499618e-001	2.000000e+006
7.821065848214286e-001	4.374457e-001	4.888855e-002	-2.111061e-001	3.249297e-001	2.000000e+006
7.858733258928571e-001	4.842269e-001	4.825813e-002	-2.174103e-001	3.009084e-001	2.000000e+006
7.896400669642857e-001	5.328424e-001	4.764025e-002	-2.235891e-001	2.778981e-001	2.000000e+006
7.934068080357143e-001	5.832922e-001	4.703492e-002	-2.296424e-001	2.558986e-001	2.000000e+006
7.971735491071429e-001	6.355762e-001	4.644213e-002	-2.355702e-001	2.349101e-001	2.000000e+006
8.009402901785714e-001	6.896944e-001	4.586189e-002	-2.413726e-001	2.149325e-001	2.000000e+006
8.047070312500000e-001	7.456469e-001	4.529420e-002	-2.470495e-001	1.959658e-001	2.000000e+006
8.067996651785714e-001	7.774328e-001	4.498361e-002	-2.501554e-001	1.860103e-001	2.000000e+006
8.088922991071429e-001	8.097242e-001	4.467648e-002	-2.532266e-001	1.764054e-001	2.000000e+006
8.109849330357143e-001	8.425211e-001	4.437281e-002	-2.562634e-001	1.671511e-001	2.000000e+006
8.130775669642857e-001	8.758235e-001	4.407259e-002	-2.592655e-001	1.582474e-001	2.000000e+006
8.151702008928571e-001	9.096312e-001	4.377584e-002	-2.622330e-001	1.496942e-001	2.000000e+006
8.172628348214286e-001	9.439445e-001	4.348254e-002	-2.651660e-001	1.414917e-001	2.000000e+006
8.193554687500000e-001	9.787632e-001	4.319270e-002	-2.680644e-001	1.336398e-001	2.000000e+006
