time	V(mreal)	V(vc)	V(vinput)	V(vobser)	V(vtest)
7.021679687500000e-001	0.000000e+000	5.985843e-002	-1.014077e-001	6.666592e-001	2.000000e+006
7.031445312500000e-001	4.485359e-004	5.963492e-002	-1.036429e-001	6.661704e-001	2.000000e+006
7.041210937500000e-001	2.269294e-003	5.941260e-002	-1.058660e-001	6.641874e-001	2.000000e+006
7.050976562500000e-001	5.532229e-003	5.919148e-002	-1.080772e-001	6.606424e-001	2.000000e+006
7.060742187500000e-001	9.400098e-003	5.897154e-002	-1.102766e-001	6.564603e-001	2.000000e+006
7.070507812500000e-001	1.344039e-002	5.875278e-002	-1.124642e-001	6.521200e-001	2.000000e+006
7.080273437500000e-001	1.765219e-002	5.853520e-002	-1.146400e-001	6.476260e-001	2.000000e+006
7.090039062500000e-001	2.203456e-002	5.831878e-002	-1.168042e-001	6.429828e-001	2.000000e+006
7.099804687500000e-001	2.658660e-002	5.810352e-002	-1.189568e-001	6.381952e-001	2.000000e+006
7.109570312500000e-001	3.130740e-002	5.788941e-002	-1.210979e-001	6.332676e-001	2.000000e+006
7.129101562500000e-001	4.125164e-002	5.746464e-002	-1.253456e-001	6.230119e-001	2.000000e+006
7.148632812500000e-001	5.186010e-002	5.704441e-002	-1.295479e-001	6.122542e-001	2.000000e+006
7.168164062500000e-001	6.312567e-002	5.662867e-002	-1.337052e-001	6.010333e-001	2.000000e+006
7.197460937500000e-001	8.124077e-002	5.601338e-002	-1.398581e-001	5.834196e-001	2.000000e+006
7.226757812500000e-001	1.007951e-001	5.540794e-002	-1.459125e-001	5.649852e-001	2.000000e+006
7.256054687500000e-001	1.217658e-001	5.481218e-002	-1.518700e-001	5.458622e-001	2.000000e+006
7.296512276785714e-001	1.531500e-001	5.400605e-002	-1.599313e-001	5.178654e-001	2.000000e+006
7.336969866071429e-001	1.869937e-001	5.321674e-002	-1.678244e-001	4.898557e-001	2.000000e+006
7.377427455357143e-001	2.232970e-001	5.244426e-002	-1.755492e-001	4.618331e-001	2.000000e+006
7.417885044642857e-001	2.620598e-001	5.168859e-002	-1.831058e-001	4.337975e-001	2.000000e+006
7.458342633928572e-001	3.032822e-001	5.094975e-002	-1.904942e-001	4.057490e-001	2.000000e+006
7.498800223214286e-001	3.469641e-001	5.022772e-002	-1.977144e-001	3.776876e-001	2.000000e+006
7.539257812500000e-001	3.931056e-001	4.952252e-002	-2.047664e-001	3.496132e-001	2.000000e+006
7.576925223214286e-001	4.380796e-001	4.887973e-002	-2.111943e-001	3.245921e-001	2.000000e+006
7.614592633928571e-001	4.848873e-001	4.824949e-002	-2.174967e-001	3.005828e-001	2.000000e+006
7.652260044642857e-001	5.335288e-001	4.763179e-002	-2.236737e-001	2.775853e-001	2.000000e+006
7.689927455357143e-001	5.840039e-001	4.702663e-002	-2.297252e-001	2.555996e-001	2.000000e+006
7.727594866071429e-001	6.363128e-001	4.643401e-002	-2.356514e-001	2.346257e-001	2.000000e+006
7.765262276785714e-001	6.904554e-001	4.585394e-002	-2.414521e-001	2.146637e-001	2.000000e+006
7.802929687500000e-001	7.464316e-001	4.528641e-002	-2.471273e-001	1.957135e-001	2.000000e+006
7.823856026785714e-001	7.782306e-001	4.497592e-002	-2.502323e-001	1.857669e-001	2.000000e+006
7.844782366071429e-001	8.105349e-001	4.466887e-002	-2.533027e-001	1.761708e-001	2.000000e+006
7.865708705357143e-001	8.433446e-001	4.436529e-002	-2.563386e-001	1.669253e-001	2.000000e+006
7.886635044642857e-001	8.766595e-001	4.406516e-002	-2.593398e-001	1.580302e-001	2.000000e+006
7.907561383928571e-001	9.104797e-001	4.376849e-002	-2.623065e-001	1.494858e-001	2.000000e+006
7.928487723214286e-001	9.448053e-001	4.347527e-002	-2.652387e-001	1.412918e-001	2.000000e+006
7.949414062500000e-001	9.796362e-001	4.318551e-002	-2.681362e-001	1.334484e-001	2.000000e+006
7.959179687500000e-001	9.929144e-001	4.305138e-002	-2.694775e-001	1.305556e-001	2.000000e+006
7.968945312500000e-001	9.990060e-001	4.291798e-002	-2.708116e-001	1.292436e-001	2.000000e+006
7.978710937500000e-001	1.000000e+000	4.278528e-002	-2.721385e-001	1.290317e-001	2.000000e+006
7.988476562500000e-001	1.000000e+000	4.265324e-002	-2.734590e-001	1.290317e-001	2.000000e+006
7.994675088407265e-001	1.000000e+000	4.256980e-002	-2.742933e-001	1.290317e-001	2.000000e+006
8.002163450740238e-001	1.000000e+000	4.246941e-002	-2.752972e-001	1.290317e-001	2.000000e+006
8.007328065090371e-001	1.000000e+000	4.240041e-002	-2.759872e-001	1.290317e-001	2.000000e+006
8.013797716067265e-001	1.000000e+000	4.231431e-002	-2.768482e-001	1.290317e-001	2.000000e+006
8.023563341067265e-001	1.000000e+000	4.218492e-002	-2.781422e-001	1.290317e-001	2.000000e+006
8.213295483924408e-001	1.000000e+000	3.985322e-002	-3.014590e-001	1.290317e-001	2.000000e+006
8.403027626781551e-001	1.000000e+000	3.770561e-002	-3.229350e-001	1.290317e-001	2.000000e+006
8.592759769638694e-001	1.000000e+000	3.574209e-002	-3.425701e-001	1.290318e-001	2.000000e+006
8.782491912495837e-001	1.000000e+000	3.396267e-002	-3.603642e-001	1.290318e-001	2.000000e+006
8.972224055352980e-001	1.000000e+000	3.236733e-002	-3.763175e-001	1.290318e-001	2.000000e+006
9.161956198210122e-001	1.000000e+000	3.095609e-002	-3.904299e-001	1.290318e-001	2.000000e+006
9.351688341067265e-001	1.000000e+000	2.972894e-002	-4.027014e-001	1.290318e-001	2.000000e+006
9.507938341067265e-001	1.000000e+000	2.877606e-002	-4.122301e-001	1.290318e-001	2.000000e+006
9.576297716067265e-001	1.000000e+000	2.838553e-002	-4.161354e-001	1.290318e-001	2.000000e+006
9.644657091067265e-001	1.000000e+000	2.800818e-002	-4.199089e-001	1.290318e-001	2.000000e+006
9.713016466067265e-001	1.000000e+000	2.764403e-002	-4.235504e-001	1.290318e-001	2.000000e+006
9.781375841067265e-001	1.000000e+000	2.729307e-002	-4.270600e-001	1.290318e-001	2.000000e+006
9.849735216067265e-001	1.000000e+000	2.695529e-002	-4.304377e-001	1.290318e-001	2.000000e+006
9.918094591067265e-001	1.000000e+000	2.663071e-002	-4.336835e-001	1.290318e-001	2.000000e+006
9.986453966067265e-001	1.000000e+000	2.631931e-002	-4.367974e-001	1.290318e-001	2.000000e+006
9.996219591067265e-001	1.000000e+000	2.627557e-002	-4.372349e-001	1.290318e-001	2.000000e+006
1.000000000000000e+000	1.000000e+000	2.625869e-002	-4.374037e-001	1.290318e-001	2.000000e+006
