time	V(mreal)	V(vc)	V(vinput)	V(vobser)	V(vtest)
4.206389508928571e-001	0.000000e+000	2.147596e-001	1.447597e+000	6.666656e-001	2.000000e+006
4.351478794642857e-001	0.000000e+000	1.995459e-001	1.295461e+000	6.666656e-001	2.000000e+006
4.496568080357143e-001	0.000000e+000	1.854516e-001	1.154519e+000	6.666657e-001	2.000000e+006
4.641657366071429e-001	0.000000e+000	1.724768e-001	1.024771e+000	6.666658e-001	2.000000e+006
4.786746651785714e-001	0.000000e+000	1.606213e-001	9.062165e-001	6.666658e-001	2.000000e+006
4.931835937500000e-001	0.000000e+000	1.498852e-001	7.988564e-001	6.666659e-001	2.000000e+006
5.057393973214286e-001	0.000000e+000	1.411775e-001	7.117794e-001	6.666660e-001	2.000000e+006
5.182952008928572e-001	0.000000e+000	1.329665e-001	6.296699e-001	6.666661e-001	2.000000e+006
5.308510044642857e-001	0.000000e+000	1.252523e-001	5.525279e-001	6.666662e-001	2.000000e+006
5.434068080357143e-001	0.000000e+000	1.180348e-001	4.803535e-001	6.666664e-001	2.000000e+006
5.559626116071429e-001	0.000000e+000	1.113141e-001	4.131467e-001	6.666667e-001	2.000000e+006
5.685184151785714e-001	0.000000e+000	1.050901e-001	3.509074e-001	6.666669e-001	2.000000e+006
5.810742187500000e-001	0.000000e+000	9.936294e-002	2.936356e-001	6.666672e-001	2.000000e+006
5.901422991071429e-001	0.000000e+000	9.543119e-002	2.543183e-001	6.666670e-001	2.000000e+006
5.992103794642857e-001	0.000000e+000	9.166981e-002	2.167046e-001	6.666673e-001	2.000000e+006
6.082784598214286e-001	0.000000e+000	8.807880e-002	1.807947e-001	6.666681e-001	2.000000e+006
6.173465401785714e-001	0.000000e+000	8.465816e-002	1.465886e-001	6.666694e-001	2.000000e+006
6.264146205357143e-001	0.000000e+000	8.140790e-002	1.140861e-001	6.666712e-001	2.000000e+006
6.354827008928572e-001	0.000000e+000	7.832802e-002	8.328734e-002	6.666735e-001	2.000000e+006
6.445507812500000e-001	0.000000e+000	7.541850e-002	5.419231e-002	6.666763e-001	2.000000e+006
6.469224330357143e-001	0.000000e+000	7.467625e-002	4.676983e-002	6.666767e-001	2.000000e+006
6.492940848214286e-001	0.000000e+000	7.394332e-002	3.944059e-002	6.666771e-001	2.000000e+006
6.516657366071429e-001	0.000000e+000	7.321972e-002	3.220458e-002	6.666773e-001	2.000000e+006
6.540373883928571e-001	0.000000e+000	7.250544e-002	2.506181e-002	6.666775e-001	2.000000e+006
6.564090401785714e-001	0.000000e+000	7.180048e-002	1.801227e-002	6.666776e-001	2.000000e+006
6.587806919642857e-001	0.000000e+000	7.110485e-002	1.105596e-002	6.666775e-001	2.000000e+006
6.611523437500000e-001	0.000000e+000	7.041854e-002	4.192889e-003	6.666774e-001	2.000000e+006
6.621289062500000e-001	0.000000e+000	7.013841e-002	1.391623e-003	6.666775e-001	2.000000e+006
6.631054687500000e-001	0.000000e+000	6.985979e-002	-1.394624e-003	6.666775e-001	2.000000e+006
6.640820312500000e-001	0.000000e+000	6.958266e-002	-4.165935e-003	6.666773e-001	2.000000e+006
6.670117187500000e-001	0.000000e+000	6.876013e-002	-1.239104e-002	6.666769e-001	2.000000e+006
6.688253348214286e-001	0.000000e+000	6.825769e-002	-1.741548e-002	6.666768e-001	2.000000e+006
6.706389508928571e-001	0.000000e+000	6.776011e-002	-2.239122e-002	6.666767e-001	2.000000e+006
6.724525669642857e-001	0.000000e+000	6.726741e-002	-2.731826e-002	6.666766e-001	2.000000e+006
6.742661830357143e-001	0.000000e+000	6.677957e-002	-3.219661e-002	6.666765e-001	2.000000e+006
6.760797991071429e-001	0.000000e+000	6.629661e-002	-3.702626e-002	6.666763e-001	2.000000e+006
6.778934151785714e-001	0.000000e+000	6.581851e-002	-4.180721e-002	6.666762e-001	2.000000e+006
6.797070312500000e-001	0.000000e+000	6.534528e-002	-4.653946e-002	6.666761e-001	2.000000e+006
6.806835937500000e-001	0.000000e+000	6.509236e-002	-4.906875e-002	6.666704e-001	2.000000e+006
6.816601562500000e-001	0.000000e+000	6.484078e-002	-5.158447e-002	6.666593e-001	2.000000e+006
6.826367187500000e-001	0.000000e+000	6.459055e-002	-5.408671e-002	6.666541e-001	2.000000e+006
6.854268973214286e-001	0.000000e+000	6.388339e-002	-6.115827e-002	6.666552e-001	2.000000e+006
6.882170758928571e-001	0.000000e+000	6.318661e-002	-6.812602e-002	6.666562e-001	2.000000e+006
6.910072544642857e-001	0.000000e+000	6.250022e-002	-7.498997e-002	6.666571e-001	2.000000e+006
6.937974330357143e-001	0.000000e+000	6.182420e-002	-8.175012e-002	6.666579e-001	2.000000e+006
6.965876116071429e-001	0.000000e+000	6.115856e-002	-8.840646e-002	6.666585e-001	2.000000e+006
6.993777901785714e-001	0.000000e+000	6.050331e-002	-9.495899e-002	6.666589e-001	2.000000e+006
