0.04900, 0.01
0.05000, 0.01
0.10000, 0.01
0.10100, 0.01
0.14900, 0.01
0.15000, 0.15
0.20000, 0.15
0.20100, 0.01
0.24900, 0.01
0.25000, 0.01
0.30000, 0.01
0.30100, 0.01
0.34900, 0.01
0.35000, 0.01
0.40000, 0.01
0.40100, 0.01
0.44900, 0.01
0.45000, 0.01
0.50000, 0.01
0.50100, 0.01
0.54900, 0.01
0.55000, 0.01
0.60000, 0.01
0.60100, 0.01
0.64900, 0.01
0.65000, 0.15
0.70000, 0.15
0.70100, 0.01
0.74900, 0.01
0.75000, 0.01
0.80000, 0.01
0.80100, 0.01
0.84900, 0.01
0.85000, 0.15
0.90000, 0.15
0.90100, 0.01
0.94900, 0.01
0.95000, 0.01
1.00000, 0.01
1.00100, 0.01
1.04900, 0.01
1.05000, 0.01
1.10000, 0.01
1.10100, 0.01
1.14900, 0.01
1.15000, 0.01
1.20000, 0.01
1.20100, 0.01
1.24900, 0.01
1.25000, 0.01
1.30000, 0.01
1.30100, 0.01
1.34900, 0.01
1.35000, 0.15
1.40000, 0.15
1.40100, 0.01
1.44900, 0.01
1.45000, 0.01
1.50000, 0.01
1.50100, 0.01
1.54900, 0.01
1.55000, 0.01
1.60000, 0.01
1.60100, 0.01
1.64900, 0.01
1.65000, 0.01
1.70000, 0.01
1.70100, 0.01
1.74900, 0.01
1.75000, 0.15
1.80000, 0.15
1.80100, 0.01
1.84900, 0.01
1.85000, 0.15
1.90000, 0.15
1.90100, 0.01
1.94900, 0.01
1.95000, 0.15
2.00000, 0.15
2.00100, 0.01
2.04900, 0.01
2.05000, 0.01
2.10000, 0.01
2.10100, 0.01
2.14900, 0.01
2.15000, 0.01
2.20000, 0.01
2.20100, 0.01
2.24900, 0.01
2.25000, 0.01
2.30000, 0.01
2.30100, 0.01
2.34900, 0.01
2.35000, 0.01
2.40000, 0.01
2.40100, 0.01
2.44900, 0.01
2.45000, 0.01
2.50000, 0.01
2.50100, 0.01
2.54900, 0.01
2.55000, 0.15
2.60000, 0.15
2.60100, 0.01
2.64900, 0.01
2.65000, 0.01
2.70000, 0.01
2.70100, 0.01
2.74900, 0.01
2.75000, 0.01
2.80000, 0.01
2.80100, 0.01
2.84900, 0.01
2.85000, 0.01
2.90000, 0.01
2.90100, 0.01
2.94900, 0.01
2.95000, 0.15
3.00000, 0.15
3.00100, 0.01
3.04900, 0.01
3.05000, 0.01
3.10000, 0.01
3.10100, 0.01
3.14900, 0.01
3.15000, 0.01
3.20000, 0.01
3.20100, 0.01
3.24900, 0.01
3.25000, 0.15
3.30000, 0.15
3.30100, 0.01
3.34900, 0.01
3.35000, 0.01
3.40000, 0.01
3.40100, 0.01
3.44900, 0.01
3.45000, 0.01
3.50000, 0.01
3.50100, 0.01
3.54900, 0.01
3.55000, 0.15
3.60000, 0.15
3.60100, 0.01
3.64900, 0.01
3.65000, 0.01
3.70000, 0.01
3.70100, 0.01
3.74900, 0.01
3.75000, 0.15
3.80000, 0.15
3.80100, 0.01
3.84900, 0.01
3.85000, 0.01
3.90000, 0.01
3.90100, 0.01
3.94900, 0.01
3.95000, 0.15
4.00000, 0.15
4.00100, 0.01
4.04900, 0.01
4.05000, 0.01
4.10000, 0.01
4.10100, 0.01
4.14900, 0.01
4.15000, 0.01
4.20000, 0.01
4.20100, 0.01
4.24900, 0.01
4.25000, 0.01
4.30000, 0.01
4.30100, 0.01
4.34900, 0.01
4.35000, 0.01
4.40000, 0.01
4.40100, 0.01
4.44900, 0.01
4.45000, 0.01
4.50000, 0.01
4.50100, 0.01
4.54900, 0.01
4.55000, 0.01
4.60000, 0.01
4.60100, 0.01
4.64900, 0.01
4.65000, 0.01
4.70000, 0.01
4.70100, 0.01
4.74900, 0.01
4.75000, 0.01
4.80000, 0.01
4.80100, 0.01
4.84900, 0.01
4.85000, 0.15
4.90000, 0.15
4.90100, 0.01
4.94900, 0.01
4.95000, 0.01
5.00000, 0.01
5.00100, 0.01
5.04900, 0.01
5.05000, 0.15
5.10000, 0.15
5.10100, 0.01
5.14900, 0.01
5.15000, 0.01
5.20000, 0.01
5.20100, 0.01
5.24900, 0.01
5.25000, 0.01
5.30000, 0.01
5.30100, 0.01
5.34900, 0.01
5.35000, 0.01
5.40000, 0.01
5.40100, 0.01
5.44900, 0.01
5.45000, 0.15
5.50000, 0.15
5.50100, 0.01
5.54900, 0.01
5.55000, 0.01
5.60000, 0.01
5.60100, 0.01
5.64900, 0.01
5.65000, 0.01
5.70000, 0.01
5.70100, 0.01
5.74900, 0.01
5.75000, 0.01
5.80000, 0.01
5.80100, 0.01
5.84900, 0.01
5.85000, 0.15
5.90000, 0.15
5.90100, 0.01
5.94900, 0.01
5.95000, 0.01
6.00000, 0.01
6.00100, 0.01
6.04900, 0.01
6.05000, 0.01
6.10000, 0.01
6.10100, 0.01
6.14900, 0.01
6.15000, 0.15
6.20000, 0.15
6.20100, 0.01
6.24900, 0.01
6.25000, 0.01
6.30000, 0.01
6.30100, 0.01
6.34900, 0.01
6.35000, 0.15
6.40000, 0.15
6.40100, 0.01
6.44900, 0.01
6.45000, 0.01
6.50000, 0.01
6.50100, 0.01
6.54900, 0.01
6.55000, 0.01
6.60000, 0.01
6.60100, 0.01
6.64900, 0.01
6.65000, 0.01
6.70000, 0.01
6.70100, 0.01
6.74900, 0.01
6.75000, 0.01
6.80000, 0.01
6.80100, 0.01
6.84900, 0.01
6.85000, 0.01
6.90000, 0.01
6.90100, 0.01
6.94900, 0.01
6.95000, 0.01
7.00000, 0.01
7.00100, 0.01
7.04900, 0.01
7.05000, 0.01
7.10000, 0.01
7.10100, 0.01
7.14900, 0.01
7.15000, 0.15
7.20000, 0.15
7.20100, 0.01
7.24900, 0.01
7.25000, 0.01
7.30000, 0.01
7.30100, 0.01
7.34900, 0.01
7.35000, 0.01
7.40000, 0.01
7.40100, 0.01
7.44900, 0.01
7.45000, 0.01
7.50000, 0.01
7.50100, 0.01
7.54900, 0.01
7.55000, 0.01
7.60000, 0.01
7.60100, 0.01
7.64900, 0.01
7.65000, 0.01
7.70000, 0.01
7.70100, 0.01
7.74900, 0.01
7.75000, 0.01
7.80000, 0.01
7.80100, 0.01
7.84900, 0.01
7.85000, 0.01
7.90000, 0.01
7.90100, 0.01
7.94900, 0.01
7.95000, 0.01
8.00000, 0.01
8.00100, 0.01
8.04900, 0.01
8.05000, 0.15
8.10000, 0.15
8.10100, 0.01
8.14900, 0.01
8.15000, 0.01
8.20000, 0.01
8.20100, 0.01
8.24900, 0.01
8.25000, 0.01
8.30000, 0.01
8.30100, 0.01
8.34900, 0.01
8.35000, 0.01
8.40000, 0.01
8.40100, 0.01
8.44900, 0.01
8.45000, 0.15
8.50000, 0.15
8.50100, 0.01
8.54900, 0.01
8.55000, 0.01
8.60000, 0.01
8.60100, 0.01
8.64900, 0.01
8.65000, 0.01
8.70000, 0.01
8.70100, 0.01
8.74900, 0.01
8.75000, 0.01
8.80000, 0.01
8.80100, 0.01
8.84900, 0.01
8.85000, 0.01
8.90000, 0.01
8.90100, 0.01
8.94900, 0.01
8.95000, 0.01
9.00000, 0.01
9.00100, 0.01
9.04900, 0.01
9.05000, 0.01
9.10000, 0.01
9.10100, 0.01
9.14900, 0.01
9.15000, 0.01
9.20000, 0.01
9.20100, 0.01
9.24900, 0.01
9.25000, 0.01
9.30000, 0.01
9.30100, 0.01
9.34900, 0.01
9.35000, 0.01
9.40000, 0.01
9.40100, 0.01
9.44900, 0.01
9.45000, 0.01
9.50000, 0.01
9.50100, 0.01
9.54900, 0.01
9.55000, 0.15
9.60000, 0.15
9.60100, 0.01
9.64900, 0.01
9.65000, 0.15
9.70000, 0.15
9.70100, 0.01
9.74900, 0.01
9.75000, 0.15
9.80000, 0.15
9.80100, 0.01
9.84900, 0.01
9.85000, 0.01
9.90000, 0.01
9.90100, 0.01
9.94900, 0.01
9.95000, 0.01
10.00000, 0.01
10.00100, 0.01
10.04900, 0.01
10.05000, 0.01
10.10000, 0.01
10.10100, 0.01
10.14900, 0.01
10.15000, 0.15
10.20000, 0.15
10.20100, 0.01
10.24900, 0.01
10.25000, 0.01
10.30000, 0.01
10.30100, 0.01
10.34900, 0.01
10.35000, 0.01
10.40000, 0.01
10.40100, 0.01
10.44900, 0.01
10.45000, 0.15
10.50000, 0.15
10.50100, 0.01
10.54900, 0.01
10.55000, 0.01
10.60000, 0.01
10.60100, 0.01
10.64900, 0.01
10.65000, 0.15
10.70000, 0.15
10.70100, 0.01
10.74900, 0.01
10.75000, 0.15
10.80000, 0.15
10.80100, 0.01
10.84900, 0.01
10.85000, 0.01
10.90000, 0.01
10.90100, 0.01
10.94900, 0.01
10.95000, 0.01
11.00000, 0.01
11.00100, 0.01
11.04900, 0.01
11.05000, 0.01
11.10000, 0.01
11.10100, 0.01
11.14900, 0.01
11.15000, 0.15
11.20000, 0.15
11.20100, 0.01
11.24900, 0.01
11.25000, 0.01
11.30000, 0.01
11.30100, 0.01
11.34900, 0.01
11.35000, 0.01
11.40000, 0.01
11.40100, 0.01
11.44900, 0.01
11.45000, 0.01
11.50000, 0.01
11.50100, 0.01
11.54900, 0.01
11.55000, 0.01
11.60000, 0.01
11.60100, 0.01
11.64900, 0.01
11.65000, 0.15
11.70000, 0.15
11.70100, 0.01
11.74900, 0.01
11.75000, 0.01
11.80000, 0.01
11.80100, 0.01
11.84900, 0.01
11.85000, 0.15
11.90000, 0.15
11.90100, 0.01
11.94900, 0.01
11.95000, 0.15
12.00000, 0.15
12.00100, 0.01
12.04900, 0.01
12.05000, 0.01
12.10000, 0.01
12.10100, 0.01
12.14900, 0.01
12.15000, 0.01
12.20000, 0.01
12.20100, 0.01
12.24900, 0.01
12.25000, 0.15
12.30000, 0.15
12.30100, 0.01
12.34900, 0.01
12.35000, 0.01
12.40000, 0.01
12.40100, 0.01
12.44900, 0.01
12.45000, 0.01
12.50000, 0.01
12.50100, 0.01
12.54900, 0.01
12.55000, 0.15
12.60000, 0.15
12.60100, 0.01
12.64900, 0.01
12.65000, 0.01
12.70000, 0.01
12.70100, 0.01
12.74900, 0.01
12.75000, 0.15
12.80000, 0.15
12.80100, 0.01
12.84900, 0.01
12.85000, 0.15
12.90000, 0.15
12.90100, 0.01
12.94900, 0.01
12.95000, 0.01
13.00000, 0.01
13.00100, 0.01
13.04900, 0.01
13.05000, 0.01
13.10000, 0.01
13.10100, 0.01
13.14900, 0.01
13.15000, 0.15
13.20000, 0.15
13.20100, 0.01
13.24900, 0.01
13.25000, 0.01
13.30000, 0.01
13.30100, 0.01
13.34900, 0.01
13.35000, 0.01
13.40000, 0.01
13.40100, 0.01
13.44900, 0.01
13.45000, 0.01
13.50000, 0.01
13.50100, 0.01
13.54900, 0.01
13.55000, 0.01
13.60000, 0.01
13.60100, 0.01
13.64900, 0.01
13.65000, 0.01
13.70000, 0.01
13.70100, 0.01
13.74900, 0.01
13.75000, 0.15
13.80000, 0.15
